time_ms,ax,ay,az,gx,gy,gz
19552,0.132,9.757,0.410,-5.527,0.756,-0.603
19602,0.117,9.714,0.347,-4.366,0.832,-0.870
19652,0.158,9.776,0.414,-2.511,0.473,-0.817
19702,0.144,9.781,0.400,-3.901,0.672,-0.786
19752,0.168,9.741,0.386,-5.298,0.924,-0.534
19803,0.184,9.803,0.354,-3.473,-1.779,-0.679
19852,0.103,9.743,0.350,-4.275,0.748,-0.656
19902,0.160,9.741,0.407,-3.985,0.740,-0.832
19952,0.247,9.757,0.347,-3.939,0.809,-0.916
20002,0.163,9.729,0.422,-3.611,0.237,-0.725
20052,0.151,9.810,0.462,-3.496,0.695,-0.908
20103,0.194,9.726,0.374,-3.794,-0.069,-0.740
20152,0.180,9.827,0.443,-3.809,0.298,-0.794
20202,0.225,9.781,0.424,-2.939,-0.641,-0.947
20252,0.160,9.793,0.412,-4.878,0.802,-0.634
20302,0.192,9.757,0.328,-3.031,-0.481,-0.725
