time_ms,ax,ay,az,gx,gy,gz
19808,10.052,-0.271,0.175,-3.336,0.389,0.885
19858,10.143,-0.196,0.534,-2.916,2.588,1.885
19908,10.018,-0.17,0.683,-2.893,1.382,3.672
19958,10.016,-0.429,0.582,11.763,0.542,1.214
20008,10.097,-0.616,0.771,15.847,-0.763,0.679
20059,10.126,-0.357,0.544,1.053,0.275,1.756
20108,10.066,-0.601,0.69,-12.29,0.664,2.802
20158,10.026,-0.611,0.606,-11.771,-0.328,1.214
20208,10.052,-0.556,0.548,-11.954,0.015,0.473
20258,10.109,-0.457,0.695,-9.733,-1.267,-0.275
20308,10.107,-0.35,0.546,-7.015,-3.237,-0.282
20359,10.124,0.297,0.307,-11.504,-1.053,0.962
20408,10.004,-0.841,-0.747,-10.069,7.58,-0.298
20458,10.38,-0.34,-0.287,20.221,13.16,-0.58
20508,11.657,-0.45,0.026,48.015,20.817,-3.687
20558,12.339,-0.52,1.334,47.13,18.87,-9.992
20609,12.871,-0.556,1.145,-10.359,11.908,-14.992
20659,12.332,0.125,0.747,-10.496,8.954,-16.023
20708,11.642,0.347,0.24,6.344,13.107,-9.282
20758,11.369,0.335,0.103,33.443,21.55,-3.366
20808,11.043,0.115,0.551,48.397,30.519,0.565
20858,10.473,0.465,0.244,37.389,35.443,5.298
20909,10.924,-0.656,0.939,33.015,39.351,1.084
20959,10.258,0.354,1.13,11.847,36.489,-0.58
21009,9.527,0.862,1.542,42.542,26.267,5.649
21059,9.525,0.522,1.447,2.053,19.282,14.321
21109,9.647,-0.228,0.857,11.748,14.618,14.42
21159,9.149,-0.366,0.639,10.863,16.198,11.137
21210,8.991,-0.812,1.214,-2.42,17.084,5.626
21259,9.099,-0.393,2.297,31.55,4.634,0.176
21309,9.611,0.877,-3.197,5.076,5.565,-0.008
21359,9.575,-0.208,3.638,-17.489,-14.924,2.832
21409,9.592,0.105,2.402,21.275,-41.45,6.031
21459,10.277,-1.001,2.673,29.29,-60.29,7.489
21510,10.318,-0.546,1.612,40.489,-64.527,6.107
21559,9.628,-0.817,1.229,40.061,-60.511,7.687
21609,9.005,-1.006,0.812,41.802,-53.45,4.595
21659,8.636,-0.328,0.546,36.374,-46.023,7.221
21709,8.955,-0.156,0.505,42.031,-36.672,11.794
21760,9.434,-0.726,0.438,31.687,-26.412,11.595
21810,9.987,-0.656,0.29,40.061,-16.756,8.275
21859,11.194,-0.235,0.194,30.947,-4.908,4.969
21909,10.943,-0.553,0.783,49.481,-0.015,2.863
21959,10.727,-0.738,0.987,49.733,1.061,0.771
22009,9.137,-1.655,0.532,33.031,3.588,-10.344
22060,9.151,-0.342,0.333,-0.481,12.679,-19.794
22110,9.276,0.29,0.896,-1.626,20.092,-16.405
22159,8.991,0.35,0.848,2.786,25.481,-10.26
22209,9.137,0.196,0.91,15.603,29.16,-4.412
22259,9.118,-0.359,0.941,10.542,31.099,-3.565
22309,9.142,-0.707,1.078,-5.198,30.29,-7.084
22360,9.999,-0.51,1.784,-43.847,26.42,-11.573
22409,11.544,0.139,2.589,-64.924,14.511,-10.695
22459,11.901,-0.048,1.918,-70.435,4.55,-6.55
22509,11.815,-0.342,1.221,-99.573,7.573,-8.168
22559,11.194,0.041,1.147,-73.74,13.13,-5.588
22609,10.758,-0.45,1.88,-62.504,13.878,-5.527
22660,10.05,-0.299,2.184,-33.481,6.328,-6.527
22709,9.58,-0.544,1.851,-33.573,-0.42,-7.687
22759,8.96,-0.68,1.075,-31.237,-2.939,-11.099
22809,9.192,-0.651,0.891,-30.344,-0.687,-14.275
22859,9.573,-0.752,0.714,-24.748,0.84,-14.466
22909,9.879,-0.556,0.606,-18.374,4.374,-14.863
22960,10.72,0.153,1.332,-17.443,0.527,-10.664
23009,10.624,0.467,1.255,-11.519,-1.992,-4.878
